-526,-237
-193,-205
64,-113
396,214
226,744
-442,519
-357,8
-329,-193
60,-398
660,-177
217,148
117,211
-178,339
-580,34
4,-324
283,-405
198,-178
306,368
43,212
-482,298
-602,247
-83,-388
264,-350
234,-109
266,335
-132,442
-500,175
-291,-124
114,-633
385,-185
339,360
23,283
-568,500
-610,163
-180,-601
59,-613
379,-58
272,403
-109,319
-385,172
-574,-89
-311,-364
201,-255
459,115
183,536
-458,304
-565,145
-480,71
-248,-332
364,-196
396,256
44,378
-265,335
-605,218
-420,-198
-14,-392
276,104
468,350
-3,124
-482,198
-510,58
-259,-207
313,-189
420,-274
-153,88
-532,474
-684,127
-372,-226
260,-257
516,-199
391,-12
-33,446
-279,518
-532,-97
-409,-468
446,-172
567,188
146,455
-259,655
-598,476
-341,-213
-168,-737
388,-533
635,-17
31,338
-249,439
-406,370
-318,104
93,-414
359,-350
253,735
-88,919
-380,305
-528,235
-244,-178
130,-436
261,-12
156,407
-163,619
-336,210
-473,-252
-288,-457
170,-338
246,268
266,502
2,375
-521,314
-511,-108
-3,-372
446,-58
464,196
-65,164
-492,150
-444,-81
-317,-214
417,-85
804,-144
199,380
-261,559
-444,300
-417,108
-260,-350
191,-326
590,272
179,456
-326,363
-417,364
-94,-2
260,-496
474,-318
472,80
2,363
-264,520
-359,179
-207,-361
230,-484
212,10
308,363
-44,255
-614,218
-342,-93
-216,-444
120,-500
466,-310
-29,209
-423,510
-668,302
-316,-213
38,-426
199,-198
613,64
-52,462
-570,436
-552,-8
-473,-177
118,-335
411,-281
320,202
-265,414
-476,254
-76,-106
-250,-473
243,-357
739,88
170,348
-435,364
-814,284
-478,-129
164,-258
484,-101
572,-87
78,94
-405,364
-543,388
-177,-350
526,-639
582,-5
342,448
-140,543
-630,286
-453,-21
-169,-306
162,-393
465,111
210,595
-330,471
-478,302
-250,-10
-87,-576
313,-374
482,302
91,383
-306,302
-567,188
-206,-390
244,-605
242,-150
292,359
-96,290
-641,102
-606,-13
-242,-418
261,-397
438,26
162,380
-306,456
-528,-1
-262,-288
116,-486
269,-437
428,167
186,201
-365,152
-348,49
-225,-553
53,-396
479,-44
332,16
-17,359
-480,284
-630,-52
29,-364
552,-444
575,220
233,380
-508,151
-580,394
-115,-142
-42,-689
38,-207
393,94
141,287
-552,559
-540,150
-245,-257
-12,-412
407,-324
375,342
-118,391
-680,235
-690,119
-52,-348
464,-316
520,-31
180,426
-164,530
-519,263
-558,-122
-185,-641
180,-205
360,400
301,371
-101,244
-590,-94
-441,-353
255,-254
537,-193
308,148
10,378
-426,394
-499,138
-24,-365
455,-301
463,31
137,375
31,175
-407,264
-513,243
52,-609
278,-393
338,302
92,278
-297,214
-340,43
-108,-423
212,-473
313,-56
295,100
-28,132
-449,310
-490,130
-281,-392
261,-532
650,28
253,445
-430,311
-505,194
-177,-121
102,-542
439,-392
344,187
-89,544
-214,604
-372,122
-325,-397
271,-321
507,-139
234,266
-161,548
-253,192
-358,-94
-377,-232
286,-396
611,151
200,424
-358,328
-491,272
-304,-271
-100,-416
307,-276
434,-81
184,326
-113,346
-362,235
-134,-121
239,-653
423,-281
370,423
-69,555
-357,359
-358,87
-82,-513
404,-657
372,74
151,351
-181,364
-587,411
-390,31
63,-309
440,-325
322,-136
-168,102
-504,544
-537,400
-338,-428
136,-393
460,-85
162,334
-169,736
-285,321
-308,-237
-314,-242
60,-190
507,-152
117,299
-304,386
-348,79
-570,-124
-220,-447
643,-282
594,420
123,446
-98,128
-478,98
-470,-277
-34,-332
305,-44
449,-65
83,196
-464,360
-382,-164
50,-284
227,-168
475,-70
192,607
-397,655
-327,166
-364,22
-185,-327
407,-288
468,352
30,537
-597,326
-678,180
-185,-212
107,-401
372,-225
454,158
18,522
-204,403
-390,184
-242,-209
427,-353
591,275
304,552
-97,292
-412,144
-537,-9
-63,-373
482,-326
232,106
90,361
-295,388
-521,175
76,-309
319,-593
340,-277
405,216
59,160
-314,103
-488,-88
-273,-513
279,-360
357,-89
212,292
8,382
-521,-22
-533,-52
172,-209
614,-354
407,120
148,473
-147,142
-612,-92
-297,-204
218,-444
428,-89
575,339
24,326
-546,223
-457,-48
-172,-346
122,-452
316,138
255,679
-79,268
-578,-53
-607,-164
-59,-320
244,-183
214,77
-192,406
-498,559
-438,-14
-476,-308
108,-224
615,-284
114,235
-126,671
-338,332
-446,-172
-101,-402
275,-278
535,87
185,475
-371,554
-412,294
-330,-22
-164,-270
264,-409
308,177
80,380
-129,332
-409,321
-358,-308
63,-488
462,-124
358,160
-99,107
-610,-34
-659,179
-88,-15
455,-525
603,-100
236,475
-279,344
-446,305
-617,-110
-150,-372
731,4
488,228
74,408
-175,456
-578,297
-212,-157
118,-333
335,-170
266,-10
-156,356
-192,398
-398,-42
-109,-422
431,-486
296,-96
153,492
-312,499
-554,174
-325,-20
-59,-553
319,-617
204,324
-34,666
-192,338
-465,33
-236,-480
187,-384
564,60
425,170
-380,452
-401,339
-254,-174
-293,-242
393,-246
410,36
61,402
-9,344
-665,235
-491,-118
172,-420
311,-314
395,255
-34,448
-528,235
-624,216
-510,-118
113,-333
536,-190
266,215
-293,652
-650,193
-540,-254
-113,-249
278,-306
411,43
132,371
-341,350
-326,307
-207,-229
50,-417
379,-116
250,23
207,226
-105,275
-442,175
-172,-284
212,-524
552,100
384,447
-274,412
-405,450
-318,8
-245,-296
137,-95
332,-10
-9,275
-205,700
-300,450
-286,-233
65,-361
327,-242
247,88
-186,575
-414,412
-372,-46
-348,-353
63,-424
492,84
518,496
-129,561
-660,474
-366,147
-182,-190
394,-370
630,-169
-39,340
-261,554
-375,362
-380,-129
-77,-228
200,-90
268,28
38,558
-244,455
-377,-1
-165,-81
336,-481
514,-374
282,314
-134,292
-537,292
-279,124
49,-567
207,-380
362,174
-94,318
-442,352
-368,171
-288,-270
-11,-446
375,-188
346,164
-197,676
-347,679
-185,-162
-137,-338
236,-159
660,-190
359,201
-35,311
-165,124
-227,-82
-138,-432
188,-460
471,-38
108,390
-396,391
-603,159
-542,-127
-58,-297
324,-198
431,263
270,615
-278,400
-652,-35
-457,-341
159,-184
568,16
272,196
-38,450
-366,290
-441,-64
-60,-534
235,-352
356,-1
-111,50
-372,443
-247,324
-229,-240
106,-257
411,-196
106,192
-290,884
-293,495
-524,18
-182,-159
514,-445
513,13
311,318
-140,388
-251,348
-365,-302
-316,-294
265,-132
158,-86
-73,483
-206,538
-484,203
-293,-60
-9,-293
351,-118
482,348
-60,522
-386,464
-434,-73
-240,-460
260,-280
578,-28
433,295
-239,383
-592,266
-401,110
-170,-381
203,-320
380,188
163,238
-465,492
-780,296
-220,-214
-64,-301
351,-166
605,171
-273,452
-508,487
-389,244
-200,-55
220,-179
395,-180
327,146
-309,572
-705,465
-583,-184
-270,-417
347,-332
423,-2
214,440
-57,348
-460,156
-406,-140
-144,-357
345,-348
392,332
-72,940
-358,422
-526,186
-199,86
170,-324
240,-318
159,135
-78,432
-290,282
-492,-241
-429,-301
34,83
543,235
317,519
-318,447
-428,159
-398,68
-46,-309
261,-186
154,247
175,321
-428,428
-816,48
-292,-406
111,-225
420,-110
375,107
16,339
-168,227
-489,42
-204,-265
469,-408
463,-100
83,290
-269,340
-737,138
-616,-36
119,-270
460,-424
446,108
177,636
-369,177
-412,159
-15,-212
314,-855
360,-124
252,403
-25,354
-634,377
-558,-180
-12,-728
-48,-414
235,219
399,599
-257,558
-593,295
-434,88
-233,-254
150,-184
379,238
178,213
-391,156
-579,41
-307,-302
-6,-400
498,-48
454,384
-10,258
-351,115
-503,19
-127,-312
376,-94
548,132
130,314
-458,406
-419,107
-386,-143
-124,-309
474,-341
279,-17
-28,124
-100,332
-453,356
-242,-461
223,-589
330,-73
127,68
-494,721
-495,632
-337,-105
-294,-372
347,-532
317,60
-23,723
-1,403
-509,214
-443,68
-51,-536
94,-373
438,363
39,531
-581,341
-569,92
-222,-273
224,-437
444,-260
383,83
133,304
-278,156
-668,-225
-233,-498
502,-430
338,75
223,604
260,335
-370,-20
-537,-28
-44,-372
302,-341
295,150
-17,323
-140,284
-314,-21
-390,-176
55,-145
359,-170
239,105
-298,431
-634,433
-350,-2
-50,-441
243,-281
452,239
268,412
-116,310
-549,416
-215,76
460,-580
396,-321
317,376
-4,431
-444,337
-451,184
-310,-272
120,-220
276,130
63,316
-220,727
-493,639
-382,-169
-262,-409
167,-290
336,-180
-148,398
-208,508
-537,-116
-663,-365
-21,-277
263,-268
293,234
-73,545
-505,392
-676,-56
-558,-161
187,80
610,-49
349,247
-127,423
-460,299
-389,156
-111,-286
222,-292
311,238
265,563
-318,531
-689,303
-279,-240
-214,-433
364,-72
703,18
18,274
-148,540
-218,39
-317,-365
57,-204
392,-121
328,308
-213,442
-418,60
-372,22
-182,-372
254,-429
381,68
236,322
-200,407
-462,400
-359,-116
-182,-365
463,-140
559,66
-96,471
-209,506
-477,248
-439,-76
-38,-380
336,-204
670,220
-211,467
-814,239
-638,-288
-472,-325
169,-136
415,-121
260,376
64,503
-470,19
-462,-221
108,-186
466,-100
447,327
68,447
-537,79
-634,160
-124,-212
152,-688
322,-22
438,504
-145,203
-737,47
-593,99
-73,-293
171,-405
212,184
180,535
-341,508
-510,179
-190,-372
-199,-370
210,-200
404,-105
-105,284
-526,377
-880,47
-434,-164
130,-300
292,-393
231,255
-392,698
-450,379
-314,-105
-142,-471
340,-397
298,91
60,562
-293,489
-586,24
-460,-266
-275,-378
0,-294
308,100
99,337
-303,328
-460,125
-280,-102
127,-272
376,-156
346,207
-18,43
-209,130
-284,58
-140,-596
700,-270
683,222
-121,261
-412,280
-654,-12
-366,-208
-64,-143
306,-180
682,41
-64,504
-324,546
-244,70
-378,-228
154,-248
465,-321
228,33
-243,553
-542,380
-341,-55
-113,-246
251,-350
511,-7
194,572
-184,468
-402,311
-372,89
81,-538
669,-322
443,674
-25,760
-115,238
-540,192
-361,-252
92,-469
308,-20
438,426
-394,650
-851,260
-360,-216
-159,-382
172,-430
341,-13
330,480
31,332
-458,182
-218,39
-42,-373
29,-335
321,367
70,695
-433,394
-403,18
-134,-429
98,-449
503,-85
370,280
-195,423
-475,362
-461,98
-80,-409
310,-293
559,87
256,239
-625,446
-532,403
-182,-122
-211,-580
278,-420
315,41
-1,298
-478,303
-802,124
-339,-18
48,-301
361,-374
292,359
-412,698
-414,313
-241,-1
-148,-393
378,-513
244,-81
39,282
-156,497
-516,207
-126,-440
181,-580
254,-57
517,504
146,516
-406,247
-656,-215
-510,-480
220,-136
624,217
446,460
-15,295
-412,71
-614,65
-288,-204
279,-263
329,-65
160,263
-331,587
-710,147
-404,-201
34,-216
474,-268
387,379
-49,604
-84,176
-468,322
-368,-90
344,-540
405,-64
194,217
-318,631
-502,488
-241,-149
-199,-61
231,-400
443,-100
71,596
-441,394
-748,226
-262,-436
367,-631
491,-120
449,332
52,790
-251,394
-126,78
-52,-247
251,-697
628,71
369,336
-26,60
-235,179
-372,-392
-86,-624
454,-336
488,-29
6,498
-364,339
-653,124
-614,-113
-140,-490
311,-266
367,284
10,626
-302,207
-497,-109
-457,-76
252,-392
612,-113
367,430
77,256
-442,97
-548,-100
49,-583
472,-437
376,122
175,424
-67,418
-426,207
-281,-162
178,-529
458,-329
453,138
-118,369
-518,407
-370,204
-198,-302
-8,-489
332,-166
325,111
-168,416
-412,417
-460,-20
-348,-278
301,-330
586,-156
-34,550
-202,688
-300,143
-526,-112
-22,-256
311,-277
278,12
-41,459
-511,464
-415,-189
-405,-418
142,-141
634,-116
176,263
-78,612
-513,500
-430,120
53,-342
263,-215
754,140
350,431
-379,338
-429,-24
-600,-45
-205,-150
456,-370
411,-104
49,274
-212,396
-218,196
-251,-177
39,-241
548,-120
276,452
-124,599
-206,159
-450,108
-69,-248
443,-396
260,56
34,239
-301,510
-604,296
-427,-441
131,-514
560,-374
250,132
-189,609
-506,380
-622,177
-76,-104
324,-372
464,-81
326,401
-136,396
-361,256
-620,-25
-233,-401
180,-240
271,57
446,294
-116,538
-437,262
-125,-277
6,-348
308,-252
416,116
52,418
-260,330
-418,105
-171,-301
204,-390
364,52
381,248
-90,150
-440,288
-469,68
-268,-312
189,-412
263,-201
97,439
-258,650
-397,255
-148,-190
47,-428
379,-286
391,208
28,608
-310,400
-524,-30
-270,-486
22,-537
361,42
482,476
-132,423
-295,248
-136,-50
-158,-437
220,-351
294,7
-44,152
-278,494
-364,322
-252,-405
6,-489
421,-257
359,188
-94,617
-374,275
-627,130
-241,16
214,-470
286,-22
526,544
54,578
-438,462
-289,-37
-208,-352
171,-250
503,84
312,495
-103,239
-375,-92
-289,-116
-49,-501
331,-196
514,282
-69,182
-740,511
-555,360
-8,-316
345,-352
556,-151
146,173
-398,482
-430,407
-510,-54
-117,-420
216,-437
124,52
329,393
-168,391
-540,406
-270,-240
51,-612
388,-194
324,114
57,294
-278,329
-508,84
-163,-444
193,-525
415,91
571,299
176,191
-270,402
-430,74
-170,-554
289,-254
517,147
268,83
-314,228
-660,150
-422,-109
108,-214
268,-397
335,-28
252,339
-282,275
-489,209
-251,-174
84,-566
452,-270
460,435
-12,658
-385,250
-509,-132
-301,-273
68,-281
243,-129
336,368
-241,626
-729,75
-529,-429
-50,-274
556,-85
284,332
-93,796
-349,657
-529,262
-95,-437
15,-463
425,79
459,219
-150,623
-78,558
-273,-304
-342,-513
306,-377
255,-68
-44,426
-184,446
-619,162
-312,-356
77,-263
378,18
558,203
62,612
-291,293
-546,180
-366,-52
138,-494
239,-68
203,236
28,360
-349,348
-533,-44
-252,-138
159,-301
571,63
513,538
-186,275
-406,307
-377,-21
10,-464
732,-118
349,148
-135,476
-108,520
-408,164
-236,-273
232,-580
328,-224
408,150
-105,476
-510,568
-225,-27
-142,-154
283,-309
486,-239
-40,436
-412,415
-588,334
-338,-224
-106,-657
268,-126
567,168
123,564
-271,583
-525,84
-308,-76
76,-196
347,-122
629,271
-6,308
-491,228
-489,-36
-324,-301
295,-200
500,7
433,511
-112,631
-616,167
-382,-333
-83,-506
531,-181
519,297
-354,446
-824,444
-806,194
-354,-289
119,-333
338,-164
386,60
-75,362
-590,618
-444,67
32,-530
385,-335
327,36
179,472
-116,451
-383,260
-314,52
126,-354
514,-301
236,88
20,388
-262,646
-501,270
-137,-317
122,-369
364,-51
325,246
-90,184
-343,279
-446,-1
-86,-670
313,-484
344,182
153,447
-215,464
-371,260
-138,-278
-58,-641
92,-345
435,23
56,375
-433,716
-332,183
-340,-348
20,-277
606,-236
336,399
-118,546
-388,43
-454,-1
-98,-316
208,-236
460,137
247,202
-381,394
-475,212
-148,-280
246,-536
418,-262
221,87
-51,150
-278,577
-392,399
-178,-214
164,-412
334,-280
246,343
-69,566
-332,391
-505,-1
-348,-436
279,-239
398,100
146,298
-158,379
-554,164
-160,-392
137,-664
112,-136
571,167
150,116
-605,444
-517,268
-128,-445
170,-484
159,167
332,483
164,275
-450,258
-494,-196
-249,-661
92,-249
375,121
314,388
63,367
-355,74
-376,-92
212,-474
418,-314
502,356
193,362
-425,342
-473,279
-262,-85
183,-306
418,-180
330,343
183,386
-333,220
-424,167
59,-309
380,-414
377,-124
66,144
-214,311
-501,230
-509,-63
117,-390
567,-348
559,223
159,354
-369,26
-589,188
-276,-319
318,-614
401,92
99,220
-251,351
-329,450
-360,-222
-168,-556
305,-441
278,-52
87,456
-290,575
-621,311
-486,-1
-157,-268
343,-407
399,294
42,751
-344,127
-624,-72
-169,-198
388,-567
364,-161
380,295
-124,252
-956,100
-658,-77
-114,-302
160,-300
414,218
194,642
-438,412
-636,31
-188,-254
-87,-485
201,-249
449,252
-74,272
-334,190
-508,-16
-442,-345
342,-226
565,-268
247,298
-137,730
-548,44
-536,-173
-146,-220
164,-298
320,135
200,564
-89,511
-394,98
-404,-158
10,-260
370,-250
298,159
36,375
-492,280
-743,95
-70,-414
284,-562
388,-10
474,300
-186,342
-398,250
-233,-369
-265,-682
248,-268
435,322
178,519
-88,198
-628,40
-601,-137
-24,-366
338,-320
446,56
66,303
-490,436
-444,122
-102,-318
230,-329
436,-142
370,327
50,441
-473,244
-519,-28
2,-452
433,-255
398,115
50,330
-264,452
-590,127
-372,-295
279,-572
460,-269
522,116
108,266
-423,420
-525,-23
-346,-615
265,-417
425,-32
207,143
11,375
-276,497
-382,10
-492,-537
-4,-353
577,179
194,519
-265,284
-529,7
-612,-29
6,-180
596,-30
471,224
-198,334
-552,222
-495,-261
-347,-560
62,-388
363,-1
308,439
-105,511
-723,171
-573,-180
-28,-415
322,-372
527,319
53,692
-580,228
-652,214
-321,135
-28,-479
138,-302
287,132
122,215
-389,276
-461,87
-65,-349
354,-513
411,-1
244,404
42,255
-454,417
-394,177
141,-601
295,-198
401,634
182,488
-324,108
-665,263
-554,97
21,-461
444,-184
538,122
203,281
-325,527
-403,-72
-308,-466
23,-278
580,-184
340,304
-148,510
-202,159
-445,-32
-252,-300
219,-492
203,-18
17,282
-401,212
-758,99
-397,-337
124,-401
400,-132
395,188
94,700
-206,316
-433,62
-179,-65
326,-574
602,-100
517,383
7,188
-522,239
-630,57
-140,-396
490,-430
357,51
-34,575
-383,435
-684,64
-528,-205
-71,-392
292,-365
207,-108
-187,676
-617,776
-436,26
-23,-322
115,-446
279,-260
327,372
103,462
-363,218
-417,56
-121,-456
194,-609
477,199
292,855
-17,519
-276,188
-458,-324
-65,-839
431,-262
346,396
112,235
-449,80
-746,83
-142,-180
286,-258
424,-136
434,320
-67,416
-628,228
-506,54
-59,-416
234,-260
553,228
282,275
-385,300
-474,177
-428,-292
-173,-353
465,-97
559,-5
-6,171
-488,484
-516,372
-220,-172
207,-329
500,-46
144,476
-478,746
-441,446
-260,-141
-211,-356
250,-270
415,-60
55,621
-350,735
-485,212
-462,-197
-348,-444
338,-124
695,610
150,774
-324,259
-590,23
-261,-280
207,-522
130,-60
440,315
243,263
-537,218
-529,-127
-55,-524
372,-350
418,24
140,323
-116,306
-500,49
-476,-114
19,-242
180,-164
322,56
219,252
-316,518
-551,338
-338,-324
183,-492
383,-173
375,103
-61,211
-660,353
-348,276
-29,-104
300,-436
616,116
76,723
-399,464
-397,366
-319,-1
-55,-513
143,-341
93,64
94,328
-233,436
-572,175
-131,-337
578,-366
474,-1
2,244
-153,367
-390,296
-557,-153
-153,-497
70,-322
224,383
264,693
-327,240
-546,394
-260,232
-35,-472
290,-105
404,388
142,212
-316,100
-600,132
-361,-268
98,-518
284,-64
198,428
7,159
-334,95
-332,199
71,-312
351,-354
610,255
270,410
-395,260
-645,119
-520,-129
30,-375
361,-358
371,170
250,591
-231,380
-489,-25
-137,-513
270,-657
218,-284
157,40
-60,490
-641,624
-428,-36
271,-360
401,-335
419,-49
372,371
-173,281
-526,108
-182,-298
127,-676
161,-185
314,332
108,497
-390,435
-425,180
-187,-156
167,-565
295,-297
238,262
116,356
-406,555
-564,65
-150,-534
149,-316
149,7
142,427
103,318
-345,12
-548,-89
-68,-369
391,-190
343,36
-8,263
-214,510
-465,111
-364,-285
422,-335
574,-200
260,332
-156,532
-711,147
-654,-351
-262,-450
231,-386
472,-145
92,398
-357,336
-304,290
-360,164
-52,-398
728,-484
511,180
33,586
-207,259
-436,46
-170,-94
96,-450
407,-138
540,606
79,388
-254,164
-435,260
-204,-319
368,-446
486,40
182,498
-145,546
-282,63
-425,-127
-185,-388
346,-426
423,331
-1,441
-390,235
-499,-58
-494,-429
79,-218
529,-290
116,60
-279,631
-563,400
-611,-104
-174,-338
244,-273
380,-42
272,439
-276,464
-615,119
-273,-113
-56,-200
298,-65
639,286
-17,586
-522,376
-356,75
-148,-228
290,-428
424,103
218,537
-84,410
-377,360
-381,-12
-152,-519
80,-502
143,-41
244,352
-41,499
-550,311
-385,-225
62,-470
258,-228
210,411
123,668
-198,115
-572,-1
-97,-313
295,-705
214,58
396,431
116,307
-410,310
-422,-270
156,-580
388,-292
279,31
228,346
-64,568
-327,305
-400,-105
42,-344
504,-116
344,284
3,270
-376,298
-595,110
-260,-261
240,-268
572,-33
410,210
-102,310
-313,279
-346,-34
-48,-288
412,-150
416,259
171,484
-312,352
-594,235
-140,22
218,-419
203,-488
244,31
89,418
-228,428
-446,68
-325,-362
182,-306
475,-73
291,380
-81,664
-299,298
-503,43
-78,-214
360,-441
340,114
346,716
-230,592
-485,143
-165,-220
-74,-380
367,-190
434,132
79,298
-105,296
-556,15
-432,-333
218,-176
447,43
308,228
10,280
-202,188
-441,-100
-276,-483
387,-136
494,200
100,116
-156,215
-424,23
-656,-169
60,-333
794,-372
367,231
-150,267
-542,166
-659,179
-46,-625
302,-650
283,-193
249,171
-155,711
-524,410
-449,-2
-229,-278
125,-486
390,235
171,640
-97,295
-412,170
-426,-257
126,-685
387,-274
370,146
-71,386
-513,436
-350,184
18,-120
343,-666
374,-220
282,520
-119,276
-713,183
-480,-41
-165,-337
-17,-173
432,147
303,250
-254,144
-418,38
-358,-240
-115,-145
366,74
520,-2
-166,272
-508,511
-401,86
-397,-65
111,-10
508,-172
26,228
-257,646
-418,188
-766,-249
-27,-245
730,-294
496,103
117,376
-527,268
-600,302
-204,-113
55,-482
380,-165
332,238
-81,388
-463,452
-444,55
-110,-533
208,-478
426,-44
172,394
-308,591
-357,550
-390,-110
-281,-608
200,-385
276,-78
166,271
-48,391
-492,250
-452,-174
-147,-543
286,-44
499,523
-78,569
-494,506
-529,-34
-406,-392
51,-170
524,-112
364,471
-122,698
-466,132
-562,-52
-197,-368
341,-394
468,63
116,346
-320,540
-437,217
-290,-273
-57,-444
285,-236
485,239
55,316
-497,307
-452,224
-78,-263
358,-401
481,-169
145,364
-167,554
-503,353
-634,36
-158,-466
304,-401
550,112
319,332
-164,442
-298,348
-369,-177
-49,-392
376,-335
312,142
14,508
-295,249
-306,216
-197,131
249,-300
503,-241
172,247
7,346
-498,208
-710,-252
-121,-580
349,-166
646,351
319,471
-393,327
-461,140
-450,-190
50,-414
490,-341
239,-20
34,320
-474,507
-642,204
-170,-335
212,-365
431,76
282,580
-113,548
-334,29
-604,43
-298,-102
314,-433
412,-102
207,156
-311,363
-482,291
-346,-228
-174,-201
372,-316
383,-93
-68,748
-311,452
-608,47
-397,-20
100,-337
473,-84
487,448
-178,664
-370,343
-285,-286
-270,-646
262,-469
471,88
121,530
-226,552
-357,207
-230,-81
-7,-305
223,-369
230,275
28,535
-309,194
-557,36
-393,-268
274,-333
710,80
436,356
51,298
-430,175
-470,-54
119,-356
421,-276
354,-21
208,112
66,305
-180,255
-411,-252
47,-677
402,-449
335,353
117,487
-223,128
-489,-20
-459,-517
231,-444
534,39
308,224
-177,507
-623,400
-281,-30
-131,-441
152,-488
412,-104
8,326
-252,476
-534,320
-155,-121
177,-521
137,-337
300,382
-43,487
-331,246
-310,170
-102,-452
324,-556
458,188
268,442
-45,534
-398,353
-532,-172
-102,-372
210,-370
130,-37
136,292
-257,476
-581,340
-428,-133
-278,-190
235,-252
492,252
67,596
-354,60
-572,388
-208,136
213,-569
642,-105
454,299
-278,456
-360,275
-614,-100
-337,-152
342,-134
336,63
335,346
-87,412
-482,348
-252,6
-22,-445
356,-316
361,126
-28,322
-153,391
-534,30
-386,-407
356,-433
307,-290
111,319
-8,664
-493,86
-521,-304
-18,-437
164,-564
207,-223
219,450
-355,676
-474,111
-130,-313
-128,-222
244,-186
542,340
260,658
-190,202
-450,-108
-301,-461
54,-437
431,-25
592,79
59,148
-449,135
-595,83
-248,-284
276,-449
329,243
375,491
-124,180
-707,184
-536,-138
-149,-350
436,-141
409,-69
-202,156
-370,619
-410,220
-278,-260
-46,-321
284,-360
354,268
-164,561
-389,276
-327,148
-106,-169
418,-295
448,19
50,349
-209,436
-433,156
-304,-81
15,-170
82,-297
310,127
146,380
-354,392
-539,412
-215,-368
310,-525
342,97
319,355
52,364
-387,156
-578,-96
-452,-261
263,-252
608,-22
143,417
-57,527
-287,-12
-428,-306
190,-366
522,-168
252,384
-28,640
-436,290
-705,-55
-220,-205
207,-358
291,-9
386,433
4,346
-368,216
-485,-100
-401,-436
380,-388
539,28
9,684
-54,380
-296,-39
-406,-146
18,-554
333,-224
320,188
57,224
